ylabel,label,chunk_id
0.16622533190697908,1,1
0.5001667508373482,2,1
0.8339414189303691,3,1
0.16622533190697908,1,2
0.5001667508373482,2,2
0.8339414189303691,3,2
0.15107373748298486,4,3
0.4165186231908355,5,3
0.7654448857078506,Conv. Thermal,3
